id	group	profile	arm	rep	cycle	pid	starttime	rss_pre_kib	rss_post_kib	rss_drop_kib	rss_drop_mib	rss_drop_mb	rss_drop_pct	heap_pre_kib	heap_post_kib	heap_drop_kib	heap_drop_mib	heap_drop_mb	heap_drop_pct	other_kib_pre	other_kib_post	total_pd_kib_pre	total_pd_kib_post	MemAvailable_pre	MemAvailable_post	MemFree_pre	MemFree_post	Cached_pre	Cached_post	memps_heap_pdata_kib_pre	memps_heap_pdata_kib_post	memps_all_pdata_kib_pre	memps_all_pdata_kib_post	memavailable_delta_kib	memavailable_delta_mib	memavailable_delta_mb	capture_minflt	capture_majflt	pre_capture_ms	post_capture_ms	trim_elapsed_ms	next_cycle_minflt	next_cycle_majflt	business_elapsed_ms	released_payload_bytes	idle_120s_minflt	idle_120s_majflt	memavailable_net_kib	memavailable_net_mib	memavailable_net_mb
G3_none_r2	G3	gst	none	2	34	32641	95224983	9616	9616	0	0.000000	0.000000	0.000000	3216	3216	0	0.000000	0.000000	0.000000	1388	1388	5112	5112	6785780	6785864	6422308	6422340	1000364	1000416	1128	1128	5112	5112	84	0.082031	0.086016	0	0	45.306908	44.881666	0.000000	66	0	20011.458932	NA	NA	NA	NA	NA	NA
G3_none_r2	G3	gst	none	2	35	32641	95224983	9400	9400	0	0.000000	0.000000	0.000000	3000	3000	0	0.000000	0.000000	0.000000	1388	1388	4896	4896	6772496	6772508	6408788	6408788	1019812	1019824	1128	1128	4896	4896	12	0.011719	0.012288	0	0	44.956148	45.022352	0.000000	109	0	20006.795155	NA	NA	NA	NA	NA	NA
G3_none_r2	G3	gst	none	2	36	32641	95224983	9400	9400	0	0.000000	0.000000	0.000000	3000	3000	0	0.000000	0.000000	0.000000	1388	1388	4896	4896	6724168	6724168	6360208	6360208	1065236	1065236	1128	1128	4896	4896	0	0.000000	0.000000	0	0	44.988629	44.940185	0.000000	93	0	20007.533432	NA	NA	NA	NA	NA	NA
G3_none_r2	G3	gst	none	2	37	32641	95224983	9740	9740	0	0.000000	0.000000	0.000000	2992	2992	0	0.000000	0.000000	0.000000	1736	1736	5236	5236	6739148	6739712	6374940	6375504	1040936	1040936	1128	1128	5236	5236	564	0.550781	0.577536	0	0	45.125111	44.955408	0.000000	76	0	20006.753840	NA	NA	NA	NA	NA	NA
G3_none_r2	G3	gst	none	2	38	32641	95224983	9768	9768	0	0.000000	0.000000	0.000000	2992	2992	0	0.000000	0.000000	0.000000	1764	1764	5264	5264	6759028	6758732	6394560	6394264	1031164	1031164	1128	1128	5264	5264	-296	-0.289062	-0.303104	0	0	44.680074	44.769612	0.000000	5	0	20007.152580	NA	NA	NA	NA	NA	NA
G3_none_r2	G3	gst	none	2	39	32641	95224983	9768	9768	0	0.000000	0.000000	0.000000	2992	2992	0	0.000000	0.000000	0.000000	1764	1764	5264	5264	6673668	6674052	6308908	6309228	1102360	1102416	1128	1128	5264	5264	384	0.375000	0.393216	0	0	45.370370	49.405370	0.000000	69	0	20006.906877	NA	NA	NA	NA	NA	NA
G3_none_r2	G3	gst	none	2	40	32641	95224983	9768	9768	0	0.000000	0.000000	0.000000	2992	2992	0	0.000000	0.000000	0.000000	1764	1764	5264	5264	6747568	6747740	6382548	6382720	1046636	1046636	1128	1128	5264	5264	172	0.167969	0.176128	0	0	44.977760	45.282241	0.000000	5	0	20007.869321	NA	NA	NA	NA	NA	NA
G3_none_r2	G3	gst	none	2	41	32641	95224983	9768	9768	0	0.000000	0.000000	0.000000	2992	2992	0	0.000000	0.000000	0.000000	1764	1764	5264	5264	6732012	6732012	6366752	6366752	1057904	1057904	1128	1128	5264	5264	0	0.000000	0.000000	0	0	46.171259	45.586666	0.000000	65	0	20008.305025	NA	NA	NA	NA	NA	NA
G3_none_r2	G3	gst	none	2	42	32641	95224983	9768	9768	0	0.000000	0.000000	0.000000	2992	2992	0	0.000000	0.000000	0.000000	1764	1764	5264	5264	6723252	6723520	6357752	6358020	1066588	1066588	1128	1128	5264	5264	268	0.261719	0.274432	0	0	44.718204	45.139907	0.000000	5	0	20007.327154	NA	NA	NA	NA	NA	NA
G3_none_r2	G3	gst	none	2	43	32641	95224983	9768	9768	0	0.000000	0.000000	0.000000	2992	2992	0	0.000000	0.000000	0.000000	1764	1764	5264	5264	6745040	6745040	6379304	6379304	1042368	1042368	1128	1128	5264	5264	0	0.000000	0.000000	0	0	45.088777	44.840166	0.000000	69	0	20007.021636	NA	NA	NA	NA	NA	NA
G3_none_r2	G3	gst	none	2	44	32641	95224983	9768	9768	0	0.000000	0.000000	0.000000	2992	2992	0	0.000000	0.000000	0.000000	1764	1764	5264	5264	6772044	6768332	6406044	6402332	1024856	1026404	1128	1128	5264	5264	-3712	-3.625000	-3.801088	0	0	62.648908	48.163204	0.000000	5	0	20009.365525	NA	NA	NA	NA	NA	NA
G3_none_r2	G3	gst	none	2	45	32641	95224983	9768	9768	0	0.000000	0.000000	0.000000	2992	2992	0	0.000000	0.000000	0.000000	1764	1764	5264	5264	6792572	6792652	6426320	6426344	999908	999956	1128	1128	5264	5264	80	0.078125	0.081920	0	0	53.780667	45.490537	0.000000	69	0	20006.693821	NA	NA	NA	NA	NA	NA
G3_none_r2	G3	gst	none	2	46	32641	95224983	9768	9768	0	0.000000	0.000000	0.000000	2992	2992	0	0.000000	0.000000	0.000000	1764	1764	5264	5264	6715948	6715504	6349420	6348964	1075392	1075404	1128	1128	5264	5264	-444	-0.433594	-0.454656	0	0	45.108945	45.207259	0.000000	5	0	20007.331525	NA	NA	NA	NA	NA	NA
G3_none_r2	G3	gst	none	2	47	32641	95224983	9768	9768	0	0.000000	0.000000	0.000000	2992	2992	0	0.000000	0.000000	0.000000	1764	1764	5264	5264	6742988	6743504	6376196	6376712	1040972	1040972	1128	1128	5264	5264	516	0.503906	0.528384	0	0	44.918167	45.236370	0.000000	69	0	20011.149507	NA	NA	NA	NA	NA	NA
G3_none_r2	G3	gst	none	2	48	32641	95224983	9768	9768	0	0.000000	0.000000	0.000000	2992	2992	0	0.000000	0.000000	0.000000	1764	1764	5264	5264	6790900	6790752	6423872	6423724	1003716	1003716	1128	1128	5264	5264	-148	-0.144531	-0.151552	0	0	44.841000	44.969407	0.000000	5	0	20006.861655	NA	NA	NA	NA	NA	NA
G3_none_r2	G3	gst	none	2	49	32641	95224983	9768	9768	0	0.000000	0.000000	0.000000	2992	2992	0	0.000000	0.000000	0.000000	1764	1764	5264	5264	6772100	6772420	6404808	6405128	1025212	1025212	1128	1128	5264	5264	320	0.312500	0.327680	0	0	44.926537	45.136204	0.000000	69	0	20006.570729	NA	NA	NA	NA	NA	NA
G3_none_r2	G3	gst	none	2	50	32641	95224983	9768	9768	0	0.000000	0.000000	0.000000	2992	2992	0	0.000000	0.000000	0.000000	1764	1764	5264	5264	6748256	6747840	6380708	6380292	1044068	1044068	1128	1128	5264	5264	-416	-0.406250	-0.425984	0	0	45.416352	49.913685	0.000000	5	0	20009.048914	NA	NA	NA	NA	NA	NA
G3_none_r2	G3	gst	none	2	51	32641	95224983	9768	9768	0	0.000000	0.000000	0.000000	2992	2992	0	0.000000	0.000000	0.000000	1764	1764	5264	5264	6765312	6765428	6397520	6397556	1029984	1030052	1128	1128	5264	5264	116	0.113281	0.118784	0	0	45.196000	48.809203	0.000000	NA	NA	20014.251007	NA	NA	NA	NA	NA	NA
G3_none_r3	G3	gst	none	3	1	10109	95334908	8880	8880	0	0.000000	0.000000	0.000000	2564	2564	0	0.000000	0.000000	0.000000	1304	1304	4376	4376	6765304	6765476	6396652	6396824	1028080	1028080	1120	1120	4376	4376	172	0.167969	0.176128	0	0	45.094037	44.762722	0.000000	170	0	20025.520525	NA	NA	NA	NA	NA	NA
G3_none_r3	G3	gst	none	3	2	10109	95334908	9180	9180	0	0.000000	0.000000	0.000000	2824	2824	0	0.000000	0.000000	0.000000	1344	1344	4676	4676	6769040	6796904	6400124	6427988	1029660	1006268	1124	1124	4676	4676	27864	27.210938	28.532736	0	0	45.051555	48.971870	0.000000	83	0	20009.875711	NA	NA	NA	NA	NA	NA
G3_none_r3	G3	gst	none	3	3	10109	95334908	9356	9356	0	0.000000	0.000000	0.000000	2992	2992	0	0.000000	0.000000	0.000000	1352	1352	4852	4852	6784744	6784744	6415576	6415576	1005744	1005744	1124	1124	4852	4852	0	0.000000	0.000000	0	0	45.093444	45.240223	0.000000	103	0	20009.191599	NA	NA	NA	NA	NA	NA
G3_none_r3	G3	gst	none	3	4	10109	95334908	9360	9360	0	0.000000	0.000000	0.000000	2996	2996	0	0.000000	0.000000	0.000000	1352	1352	4856	4856	6727512	6727684	6358088	6358260	1068344	1068344	1124	1124	4856	4856	172	0.167969	0.176128	0	0	44.902778	45.311000	0.000000	56	0	20009.299488	NA	NA	NA	NA	NA	NA
G3_none_r3	G3	gst	none	3	5	10109	95334908	9416	9416	0	0.000000	0.000000	0.000000	2996	2996	0	0.000000	0.000000	0.000000	1408	1408	4912	4912	6733924	6734964	6364244	6365244	1070940	1070972	1124	1124	4912	4912	1040	1.015625	1.064960	0	0	45.686407	45.453297	0.000000	167	0	20010.540895	NA	NA	NA	NA	NA	NA
G3_none_r3	G3	gst	none	3	6	10109	95334908	9816	9816	0	0.000000	0.000000	0.000000	2996	2996	0	0.000000	0.000000	0.000000	1808	1808	5312	5312	6786292	6786292	6416344	6416344	1003384	1003384	1124	1124	5312	5312	0	0.000000	0.000000	0	0	57.484278	45.079630	0.000000	6	0	20013.191896	NA	NA	NA	NA	NA	NA
G3_none_r3	G3	gst	none	3	7	10109	95334908	9820	9820	0	0.000000	0.000000	0.000000	2996	2996	0	0.000000	0.000000	0.000000	1812	1812	5316	5316	6758188	6758016	6387984	6387812	1043860	1043860	1124	1124	5316	5316	-172	-0.167969	-0.176128	0	0	44.732796	45.769203	0.000000	68	0	20006.668951	NA	NA	NA	NA	NA	NA
G3_none_r3	G3	gst	none	3	8	10109	95334908	9828	9828	0	0.000000	0.000000	0.000000	2996	2996	0	0.000000	0.000000	0.000000	1820	1820	5324	5324	6759584	6759904	6389124	6389444	1044448	1044448	1124	1124	5324	5324	320	0.312500	0.327680	0	0	45.317870	45.573037	0.000000	6	0	20008.216896	NA	NA	NA	NA	NA	NA
G3_none_r3	G3	gst	none	3	9	10109	95334908	9832	9832	0	0.000000	0.000000	0.000000	3000	3000	0	0.000000	0.000000	0.000000	1820	1820	5328	5328	6795148	6795148	6424432	6424432	1004116	1004116	1128	1128	5328	5328	0	0.000000	0.000000	0	0	44.942388	46.001704	0.000000	66	0	20007.617747	NA	NA	NA	NA	NA	NA
G3_none_r3	G3	gst	none	3	10	10109	95334908	9832	9832	0	0.000000	0.000000	0.000000	3000	3000	0	0.000000	0.000000	0.000000	1820	1820	5328	5328	6751364	6751708	6380392	6380736	1044580	1044580	1128	1128	5328	5328	344	0.335938	0.352256	0	0	45.080944	45.222278	0.000000	5	0	20007.816451	NA	NA	NA	NA	NA	NA
G3_none_r3	G3	gst	none	3	11	10109	95334908	9832	9832	0	0.000000	0.000000	0.000000	3000	3000	0	0.000000	0.000000	0.000000	1820	1820	5328	5328	6761716	6761836	6390504	6390596	1045160	1044836	1128	1128	5328	5328	120	0.117188	0.122880	0	0	55.495315	49.890945	0.000000	66	0	20010.551562	NA	NA	NA	NA	NA	NA
G3_none_r3	G3	gst	none	3	12	10109	95334908	9832	9832	0	0.000000	0.000000	0.000000	3000	3000	0	0.000000	0.000000	0.000000	1820	1820	5328	5328	6799112	6799776	6427632	6428296	990232	990232	1128	1128	5328	5328	664	0.648438	0.679936	0	0	46.262704	46.193444	0.000000	5	0	20007.554544	NA	NA	NA	NA	NA	NA
G3_none_r3	G3	gst	none	3	13	10109	95334908	9832	9832	0	0.000000	0.000000	0.000000	3000	3000	0	0.000000	0.000000	0.000000	1820	1820	5328	5328	6765092	6765092	6393360	6393360	1032500	1032500	1128	1128	5328	5328	0	0.000000	0.000000	0	0	45.186074	45.189648	0.000000	66	0	20006.610432	NA	NA	NA	NA	NA	NA
G3_none_r3	G3	gst	none	3	14	10109	95334908	9832	9832	0	0.000000	0.000000	0.000000	3000	3000	0	0.000000	0.000000	0.000000	1820	1820	5328	5328	6776124	6776552	6404136	6404564	1032024	1032024	1128	1128	5328	5328	428	0.417969	0.438272	0	0	45.182426	44.780555	0.000000	26	0	20007.134711	NA	NA	NA	NA	NA	NA
G3_none_r3	G3	gst	none	3	15	10109	95334908	9428	9428	0	0.000000	0.000000	0.000000	3000	3000	0	0.000000	0.000000	0.000000	1416	1416	4924	4924	6805872	6805872	6433628	6433628	996408	996408	1128	1128	4924	4924	0	0.000000	0.000000	0	0	44.728537	44.643667	0.000000	95	0	20007.217063	NA	NA	NA	NA	NA	NA
G3_none_r3	G3	gst	none	3	16	10109	95334908	9428	9428	0	0.000000	0.000000	0.000000	3000	3000	0	0.000000	0.000000	0.000000	1416	1416	4924	4924	6770392	6769952	6397884	6397444	1033224	1033224	1128	1128	4924	4924	-440	-0.429688	-0.450560	0	0	44.785055	45.367037	0.000000	40	0	20006.727358	NA	NA	NA	NA	NA	NA
G3_none_r3	G3	gst	none	3	17	10109	95334908	9428	9428	0	0.000000	0.000000	0.000000	3000	3000	0	0.000000	0.000000	0.000000	1416	1416	4924	4924	6766280	6766008	6393532	6393260	1032744	1032744	1128	1128	4924	4924	-272	-0.265625	-0.278528	0	0	44.830889	53.510092	0.000000	136	0	20006.703710	NA	NA	NA	NA	NA	NA
G3_none_r3	G3	gst	none	3	18	10109	95334908	9444	9444	0	0.000000	0.000000	0.000000	3000	3000	0	0.000000	0.000000	0.000000	1432	1432	4940	4940	6758968	6759212	6385972	6386216	1049216	1049216	1128	1128	4940	4940	244	0.238281	0.249856	0	0	44.843148	45.223592	0.000000	44	0	20007.763525	NA	NA	NA	NA	NA	NA
G3_none_r3	G3	gst	none	3	19	10109	95334908	9440	9440	0	0.000000	0.000000	0.000000	2996	2996	0	0.000000	0.000000	0.000000	1432	1432	4936	4936	6797084	6788580	6423788	6415272	1010196	1016064	1128	1128	4936	4936	-8504	-8.304688	-8.708096	0	0	47.341685	61.947018	0.000000	109	0	20007.161377	NA	NA	NA	NA	NA	NA
G3_none_r3	G3	gst	none	3	20	10109	95334908	9500	9500	0	0.000000	0.000000	0.000000	2996	2996	0	0.000000	0.000000	0.000000	1492	1492	4996	4996	6800864	6801108	6427308	6427552	1009912	1009912	1128	1128	4996	4996	244	0.238281	0.249856	0	0	44.920074	45.422537	0.000000	29	0	20007.995600	NA	NA	NA	NA	NA	NA
G3_none_r3	G3	gst	none	3	21	10109	95334908	9500	9500	0	0.000000	0.000000	0.000000	2996	2996	0	0.000000	0.000000	0.000000	1492	1492	4996	4996	6770880	6770512	6397048	6396624	1031332	1031388	1128	1128	4996	4996	-368	-0.359375	-0.376832	0	0	44.881352	45.382203	0.000000	95	0	20008.148173	NA	NA	NA	NA	NA	NA
G3_none_r3	G3	gst	none	3	22	10109	95334908	9500	9500	0	0.000000	0.000000	0.000000	2996	2996	0	0.000000	0.000000	0.000000	1492	1492	4996	4996	6813472	6813128	6439376	6439032	995016	995016	1128	1128	4996	4996	-344	-0.335938	-0.352256	0	0	47.784130	46.752981	0.000000	33	0	20006.842951	NA	NA	NA	NA	NA	NA
G3_none_r3	G3	gst	none	3	23	10109	95334908	9500	9500	0	0.000000	0.000000	0.000000	2996	2996	0	0.000000	0.000000	0.000000	1492	1492	4996	4996	6763296	6763688	6388940	6389332	1034896	1034896	1128	1128	4996	4996	392	0.382812	0.401408	0	0	45.321518	44.824148	0.000000	94	0	20006.647803	NA	NA	NA	NA	NA	NA
G3_none_r3	G3	gst	none	3	24	10109	95334908	9500	9500	0	0.000000	0.000000	0.000000	2996	2996	0	0.000000	0.000000	0.000000	1492	1492	4996	4996	6777504	6777292	6402880	6402668	1031884	1031884	1128	1128	4996	4996	-212	-0.207031	-0.217088	0	0	45.070259	45.140426	0.000000	31	0	20007.007377	NA	NA	NA	NA	NA	NA
G3_none_r3	G3	gst	none	3	25	10109	95334908	9496	9496	0	0.000000	0.000000	0.000000	2996	2996	0	0.000000	0.000000	0.000000	1488	1488	4992	4992	6720452	6720452	6345540	6345540	1076920	1076920	1128	1128	4992	4992	0	0.000000	0.000000	0	0	45.671593	44.884518	0.000000	134	0	20007.218358	NA	NA	NA	NA	NA	NA
G3_none_r3	G3	gst	none	3	26	10109	95334908	9440	9440	0	0.000000	0.000000	0.000000	2996	2996	0	0.000000	0.000000	0.000000	1432	1432	4936	4936	6801544	6801308	6426364	6426084	1008192	1008220	1128	1128	4936	4936	-236	-0.230469	-0.241664	0	0	44.752796	45.148148	0.000000	46	0	20007.052303	NA	NA	NA	NA	NA	NA
G3_none_r3	G3	gst	none	3	27	10109	95334908	9440	9440	0	0.000000	0.000000	0.000000	2996	2996	0	0.000000	0.000000	0.000000	1432	1432	4936	4936	6755024	6755404	6379564	6379944	1048656	1048656	1128	1128	4936	4936	380	0.371094	0.389120	0	0	45.101500	50.059315	0.000000	111	0	20006.554506	NA	NA	NA	NA	NA	NA
G3_none_r3	G3	gst	none	3	28	10109	95334908	9440	9440	0	0.000000	0.000000	0.000000	2996	2996	0	0.000000	0.000000	0.000000	1432	1432	4936	4936	6745772	6746116	6370044	6370388	1048972	1048972	1128	1128	4936	4936	344	0.335938	0.352256	0	0	44.774259	45.259204	0.000000	114	0	20008.465136	NA	NA	NA	NA	NA	NA
G3_none_r3	G3	gst	none	3	29	10109	95334908	9500	9500	0	0.000000	0.000000	0.000000	3056	3056	0	0.000000	0.000000	0.000000	1432	1432	4996	4996	6760172	6760344	6384188	6384360	1049480	1049480	1128	1128	4996	4996	172	0.167969	0.176128	0	0	44.742518	45.021945	0.000000	159	0	20007.332192	NA	NA	NA	NA	NA	NA
G3_none_r3	G3	gst	none	3	30	10109	95334908	9516	9516	0	0.000000	0.000000	0.000000	3072	3072	0	0.000000	0.000000	0.000000	1432	1432	5012	5012	6793336	6792720	6417084	6416468	1009148	1009148	1128	1128	5012	5012	-616	-0.601562	-0.630784	0	0	44.545037	44.760481	0.000000	97	0	20007.484043	NA	NA	NA	NA	NA	NA
G3_none_r3	G3	gst	none	3	31	10109	95334908	9516	9516	0	0.000000	0.000000	0.000000	3072	3072	0	0.000000	0.000000	0.000000	1432	1432	5012	5012	6747392	6747292	6370856	6370756	1049616	1049616	1128	1128	5012	5012	-100	-0.097656	-0.102400	0	0	44.997963	45.463685	0.000000	155	0	20008.432766	NA	NA	NA	NA	NA	NA
G3_none_r3	G3	gst	none	3	32	10109	95334908	9516	9516	0	0.000000	0.000000	0.000000	3072	3072	0	0.000000	0.000000	0.000000	1432	1432	5012	5012	6756096	6755552	6379308	6378716	1050200	1050248	1128	1128	5012	5012	-544	-0.531250	-0.557056	0	0	49.441463	46.126444	0.000000	94	0	20007.860396	NA	NA	NA	NA	NA	NA
G3_none_r3	G3	gst	none	3	33	10109	95334908	9516	9516	0	0.000000	0.000000	0.000000	3072	3072	0	0.000000	0.000000	0.000000	1432	1432	5012	5012	6787376	6787548	6410296	6410468	1009864	1009864	1128	1128	5012	5012	172	0.167969	0.176128	0	0	51.625037	45.248945	0.000000	156	0	20007.397933	NA	NA	NA	NA	NA	NA
G3_none_r3	G3	gst	none	3	34	10109	95334908	9736	9736	0	0.000000	0.000000	0.000000	3292	3292	0	0.000000	0.000000	0.000000	1432	1432	5232	5232	6766996	6766996	6389672	6389672	1032948	1032948	1128	1128	5232	5232	0	0.000000	0.000000	0	0	45.256148	44.984815	0.000000	94	0	20007.370248	NA	NA	NA	NA	NA	NA
G3_none_r3	G3	gst	none	3	35	10109	95334908	9516	9516	0	0.000000	0.000000	0.000000	3072	3072	0	0.000000	0.000000	0.000000	1432	1432	5012	5012	6748816	6748644	6371188	6371016	1042864	1042864	1128	1128	5012	5012	-172	-0.167969	-0.176128	0	0	44.980815	45.272463	0.000000	156	0	20007.005562	NA	NA	NA	NA	NA	NA
G3_none_r3	G3	gst	none	3	36	10109	95334908	9516	9516	0	0.000000	0.000000	0.000000	3072	3072	0	0.000000	0.000000	0.000000	1432	1432	5012	5012	6788448	6780536	6410452	6402540	1011404	1021208	1128	1128	5012	5012	-7912	-7.726562	-8.101888	0	0	53.191759	47.337963	0.000000	96	0	20008.628488	NA	NA	NA	NA	NA	NA
G3_none_r3	G3	gst	none	3	37	10109	95334908	9516	9516	0	0.000000	0.000000	0.000000	3072	3072	0	0.000000	0.000000	0.000000	1432	1432	5012	5012	6766260	6765648	6388076	6387464	1027944	1027944	1128	1128	5012	5012	-612	-0.597656	-0.626688	0	0	44.821981	45.296055	0.000000	157	0	20006.809655	NA	NA	NA	NA	NA	NA
G3_none_r3	G3	gst	none	3	38	10109	95334908	9516	9516	0	0.000000	0.000000	0.000000	3072	3072	0	0.000000	0.000000	0.000000	1432	1432	5012	5012	6742656	6742884	6364188	6364392	1051280	1051304	1128	1128	5012	5012	228	0.222656	0.233472	0	0	44.876889	45.718537	0.000000	96	0	20007.905747	NA	NA	NA	NA	NA	NA
G3_none_r3	G3	gst	none	3	39	10109	95334908	9516	9516	0	0.000000	0.000000	0.000000	3072	3072	0	0.000000	0.000000	0.000000	1432	1432	5012	5012	6743588	6743612	6364856	6364880	1051880	1051880	1128	1128	5012	5012	24	0.023438	0.024576	0	0	45.011260	45.005093	0.000000	98	0	20015.901321	NA	NA	NA	NA	NA	NA
G3_none_r3	G3	gst	none	3	40	10109	95334908	9516	9516	0	0.000000	0.000000	0.000000	3072	3072	0	0.000000	0.000000	0.000000	1432	1432	5012	5012	6788476	6788720	6409452	6409696	1014628	1014628	1128	1128	5012	5012	244	0.238281	0.249856	0	0	44.651445	45.181870	0.000000	33	0	20007.010006	NA	NA	NA	NA	NA	NA
G3_none_r3	G3	gst	none	3	41	10109	95334908	9512	9512	0	0.000000	0.000000	0.000000	3068	3068	0	0.000000	0.000000	0.000000	1432	1432	5008	5008	6773556	6774144	6394292	6394880	1036116	1036116	1128	1128	5008	5008	588	0.574219	0.602112	0	0	44.721778	45.080852	0.000000	103	0	20006.466377	NA	NA	NA	NA	NA	NA
G3_none_r3	G3	gst	none	3	42	10109	95334908	9732	9732	0	0.000000	0.000000	0.000000	3288	3288	0	0.000000	0.000000	0.000000	1432	1432	5228	5228	6807904	6807904	6428376	6428376	1000832	1000832	1128	1128	5228	5228	0	0.000000	0.000000	0	0	44.865722	44.976926	0.000000	44	0	20007.209377	NA	NA	NA	NA	NA	NA
G3_none_r3	G3	gst	none	3	43	10109	95334908	9512	9512	0	0.000000	0.000000	0.000000	3068	3068	0	0.000000	0.000000	0.000000	1432	1432	5008	5008	6762288	6762160	6382484	6382312	1043972	1044000	1128	1128	5008	5008	-128	-0.125000	-0.131072	0	0	44.778408	45.118926	0.000000	105	0	20007.124026	NA	NA	NA	NA	NA	NA
G3_none_r3	G3	gst	none	3	44	10109	95334908	9512	9512	0	0.000000	0.000000	0.000000	3068	3068	0	0.000000	0.000000	0.000000	1432	1432	5008	5008	6701016	6701360	6320864	6321208	1107164	1107164	1128	1128	5008	5008	344	0.335938	0.352256	0	0	44.695833	49.929741	0.000000	45	0	20007.356025	NA	NA	NA	NA	NA	NA
G3_none_r3	G3	gst	none	3	45	10109	95334908	9512	9512	0	0.000000	0.000000	0.000000	3068	3068	0	0.000000	0.000000	0.000000	1432	1432	5008	5008	6791088	6791408	6410732	6411052	1021036	1021036	1128	1128	5008	5008	320	0.312500	0.327680	0	0	44.999629	45.355296	0.000000	157	0	20008.688543	NA	NA	NA	NA	NA	NA
G3_none_r3	G3	gst	none	3	46	10109	95334908	9868	9868	0	0.000000	0.000000	0.000000	3064	3064	0	0.000000	0.000000	0.000000	1792	1792	5364	5364	6726272	6726468	6345624	6345820	1079892	1079892	1128	1128	5364	5364	196	0.191406	0.200704	0	0	44.833889	45.871370	0.000000	7	0	20008.065858	NA	NA	NA	NA	NA	NA
G3_none_r3	G3	gst	none	3	47	10109	95334908	9868	9868	0	0.000000	0.000000	0.000000	3056	3056	0	0.000000	0.000000	0.000000	1800	1800	5364	5364	6764680	6764608	6383768	6383696	1040448	1040448	1128	1128	5364	5364	-72	-0.070312	-0.073728	0	0	45.511945	45.561056	0.000000	71	0	20006.943154	NA	NA	NA	NA	NA	NA
G3_none_r3	G3	gst	none	3	48	10109	95334908	9872	9872	0	0.000000	0.000000	0.000000	3056	3056	0	0.000000	0.000000	0.000000	1804	1804	5368	5368	6742652	6742632	6361416	6361372	1053688	1053712	1128	1128	5368	5368	-20	-0.019531	-0.020480	0	0	44.599352	45.140352	0.000000	5	0	20006.982433	NA	NA	NA	NA	NA	NA
G3_none_r3	G3	gst	none	3	49	10109	95334908	9872	9872	0	0.000000	0.000000	0.000000	3056	3056	0	0.000000	0.000000	0.000000	1804	1804	5368	5368	6800532	6800260	6419048	6418776	999108	999108	1128	1128	5368	5368	-272	-0.265625	-0.278528	0	0	45.008667	48.052852	0.000000	66	0	20006.439488	NA	NA	NA	NA	NA	NA
G3_none_r3	G3	gst	none	3	50	10109	95334908	10092	10092	0	0.000000	0.000000	0.000000	3276	3276	0	0.000000	0.000000	0.000000	1804	1804	5588	5588	6762264	6762460	6380512	6380708	1041368	1041368	1128	1128	5588	5588	196	0.191406	0.200704	0	0	45.338722	45.205574	0.000000	5	0	20009.804581	NA	NA	NA	NA	NA	NA
G3_none_r3	G3	gst	none	3	51	10109	95334908	9872	9872	0	0.000000	0.000000	0.000000	3056	3056	0	0.000000	0.000000	0.000000	1804	1804	5368	5368	6774160	6774308	6392128	6392276	1040896	1040896	1128	1128	5368	5368	148	0.144531	0.151552	0	0	45.866482	45.507981	0.000000	NA	NA	20013.411673	NA	NA	NA	NA	NA	NA
G3_trim_r3	G3	gst	trim	3	1	19790	95444799	8896	7024	1872	1.828125	1.916928	21.043165	2564	1240	1324	1.292969	1.355776	51.638066	1320	772	4392	2520	6772248	6775232	6389336	6392320	1042436	1042436	1120	1116	4392	2520	2984	2.914062	3.055616	0	0	45.701093	44.684926	0.843612	537	0	20018.184229	NA	NA	NA	2812	2.746094	2.879488
G3_trim_r3	G3	gst	trim	3	2	19790	95444799	8804	7392	1412	1.378906	1.445888	16.038164	2416	1544	872	0.851562	0.892928	36.092715	1376	836	4300	2888	6765692	6765692	6382492	6382492	1039432	1039432	1124	1120	4300	2888	0	0.000000	0.000000	0	0	44.940704	44.762463	0.598389	481	0	20012.548655	NA	NA	NA	-27864	-27.210938	-28.532736
G3_trim_r3	G3	gst	trim	3	3	19790	95444799	9176	7680	1496	1.460938	1.531904	16.303400	2792	1756	1036	1.011719	1.060864	37.106017	1372	912	4672	3176	6745508	6733712	6362040	6350244	1052808	1066396	1124	1120	4672	3176	-11796	-11.519531	-12.079104	0	0	47.338278	65.206667	0.928463	451	0	20019.066192	NA	NA	NA	-11796	-11.519531	-12.079104
G3_trim_r3	G3	gst	trim	3	4	19790	95444799	9328	7572	1756	1.714844	1.798144	18.825043	2880	1648	1232	1.203125	1.261568	42.777778	1436	912	4824	3068	6708884	6708712	6325116	6324944	1093852	1093852	1124	1120	4824	3068	-172	-0.167969	-0.176128	0	0	44.769111	45.911185	0.662259	460	0	20008.222136	NA	NA	NA	-344	-0.335938	-0.352256
G3_trim_r3	G3	gst	trim	3	5	19790	95444799	9272	7664	1608	1.570312	1.646592	17.342537	2824	1740	1084	1.058594	1.110016	38.385269	1436	912	4768	3160	6767248	6767528	6383216	6383472	1040760	1040784	1124	1120	4768	3160	280	0.273438	0.286720	0	0	44.925426	45.882277	0.581852	455	0	20009.962285	NA	NA	NA	-760	-0.742188	-0.778240
